2199-7411,0019-5294	Indian Journal of International Law
0019-5308,0971-7927	Indian Journal of Labour Economics
1998-3654,0019-5359	Indian Journal of Medical Sciences
0019-5413	Indian Journal of Orthopaedics
0973-7707,0019-5421	Indian Journal of Otolaryngology and Head & Neck Surgery
0973-7693,0019-5456	The Indian Journal of Pediatrics
0019-5464,0019-5464	Indian Journal of Pharmaceutical Education and Research
0974-9845,0019-5480	Indian Journal of Physics
0974-0252,0019-5502	Indian Journal of Plant Physiology
0974-8180,0019-5529	Indian Journal of Poultry Science
0019-5545	Indian Journal of Psychiatry
0019-557X	Indian Journal of Public Health
0975-7465,0019-5588	Indian Journal of Pure and Applied Mathematics
0019-5707	Indian Journal of Tuberculosis
2455-6475,0019-5839	Journal of the Indian Mathematical Society
0974-7559,0019-6061	Indian Pediatrics
0974-0228,0019-638X	Journal of the Indian Society of Soil Science
1942-9711,0019-6673	Indiana Magazine of History
1572-8536,0019-7246	Indo-Iranian Journal
1613-0405,0019-7262	Indogermanische Forschungen
0019-7289	Indonesia
1541-5724,0019-7866	Industrial & Engineering Chemistry
2162-271X,0019-7939	ILR Review
1880-8026,0019-8366	Industrial Health
0019-8447	Industrial Laboratory
0019-8501	Industrial Marketing Management
1468-232X,0019-8676	Industrial Relations A Journal of Economy and Society
1468-2338,0019-8692	Industrial Relations Journal
0019-9958	Information and Control
1777-5876,0020-0093	L Information géographique
0020-0190	Information Processing Letters
1952-4056,0020-0204	L information psychiatrique
0020-0255	Information Sciences
0020-0263	Information Scientist
0020-0271	Information Storage and Retrieval
1439-4200,0020-0336	Informationen aus Orthodontie & Kieferorthopädie
2421-0404,0020-0697	Italian Botanist
1988-3234,0020-0883	Informes de la Construcción
0020-0891	Infrared Physics
0020-1154	Ingenieur-Archiv
1943-3654,0020-1324	Respiratory Care
0020-1383,0020-1383	Injury
1745-5219,0020-157X	The Innes Review
0020-1650	Inorganic and Nuclear Chemistry Letters
1520-510X,0020-1669	Inorganic Chemistry
1608-3172,0020-1685	Inorganic Materials
0020-1693,0020-1693	Inorganica Chimica Acta
0020-174X,0020-174X	Inquiry
0020-1790	Insect Biochemistry
1420-9098,0020-1812	Insectes Sociaux
0020-2274	Revue de l Institut Français du Pétrole
0020-2452	Bulletin de l Institut Pasteur
0020-2681	Journal of the Institute of Actuaries
0020-269X,0020-269X	Journal of the Staple Inn Actuarial Society
1475-5661,0020-2754	Transactions of the Institute of British Geographers
0020-2835	Institute of Development Studies Bulletin
0020-2940	Measurement and Control
1572-9052,0020-3157	Annals of the Institute of Statistical Mathematics
2041-9430,0020-3203	Journal of the Institute of Wood Science
0020-3262	ICE Proceedings
2053-7891,0020-3270	Proceedings of the Institution of Electrical Engineers
0020-3483,0020-3483	Proceedings of the Institution of Mechanical Engineers
1808-1657,0020-3653	Arquivos do Instituto Biológico
2316-901X,0020-3874	Revista do Instituto de Estudos Brasileiros
1573-1952,0020-4277	Instructional Science
1608-3180,0020-4412	Instruments and Experimental Techniques
1613-964X,0020-5346	Intereconomics
0020-580X	International Abstracts in Operations Research
1468-2346,0020-5850	International Affairs
1865-9640,0020-5877	International African Bibliography (IAB)
1471-6895,0020-5893	International and Comparative Law Quarterly
0020-5907	International Anesthesiology Clinics
0020-5923	Internationales Archiv für Arbeitsmedizin
1573-8868,0020-5958	Journal of the International Association for Mathematical Geology
0020-6024	International Association of Scientific Hydrology Bulletin
0020-6539	International Dental Journal
1468-2354,0020-6598	International Economic Review
1522-709X,0020-6652	The International Executive
0020-6695	Journal of the International Federation of Gynaecology and Obstetrics
0020-6725	International Financial Statistics (Monthly)
1938-2839,0020-6814	International Geology Review
2052-465X,0020-7020	International Journal Canada s Journal of Global Policy Analysis
1572-8684,0020-7047	International Journal for Philosophy of Religion
0020-7055	International Journal for Radiation Physics and Chemistry
0020-7063	The International Journal of Accounting
1545-7001,0020-7071	International Journal of American Linguistics
0020-708X	The International Journal of Applied Radiation and Isotopes
0020-7101	International Journal of Bio-Medical Computing
0020-711X	International Journal of Biochemistry
1432-1254,0020-7128	International Journal of Biometeorology
1097-0215,0020-7136	International Journal of Cancer
1744-5183,0020-7144	International Journal of Clinical and Experimental Hypnosis
1568-5187,0020-7152	International Journal of Comparative Sociology
1029-0265,0020-7160	International Journal of Computer Mathematics
1366-5820,0020-7179	International Journal of Control
1878-4658,0020-7187	International Journal of Early Childhood
2050-4578,0020-7209	International Journal of Electrical Engineering Education
1362-3060,0020-7217	International Journal of Electronics
0020-7225	International Journal of Engineering Science
1029-0400,0020-7233	International Journal of Environmental Studies
0020-7268	International Journal of Fracture Mechanics
1432-1270,0020-7276	International Journal of Game Theory
1943-2836,0020-7284	International Journal of Group Psychotherapy
0020-7292	International Journal of Gynecology & Obstetrics
1541-4469,0020-7314	International Journal of Health Services
0020-7322	International Journal of Insect Morphology and Embryology
0020-7357	International Journal of Machine Tool Design and Research
0020-7373	International Journal of Man-Machine Studies
0020-7381	International Journal of Mass Spectrometry and Ion Physics
1464-5211,0020-739X	International Journal of Mathematical Education in Science and Technology
0020-7403	International Journal of Mechanical Sciences
1557-9328,0020-7411	International Journal of Mental Health
1471-6380,0020-7438	International Journal Middle East Studies
1471-6380,0020-7438	International Journal of Middle East Studies
1543-5245,0020-7454	International Journal of Neuroscience
0020-7462	International Journal of Non-Linear Mechanics
0020-7489	International Journal of Nursing Studies
0020-7497	International Journal of Offender Therapy
0020-7519	International Journal for Parasitology
0020-7527	International Journal of Physical Distribution
1366-588X,0020-7543	International Journal of Production Research
0020-7551	International Journal of Protein Research
1745-8315,0020-7578	The International Journal of Psychoanalysis
1464-066X,0020-7594	International Journal of Psychology
1097-461X,0020-7608	International Journal of Quantum Chemistry
0020-7616	International Journal of Radiation Biology and Related Studies in Physics Chemistry and Medicine
1557-9336,0020-7659	International Journal of Sociology
0020-7683	International Journal of Solids and Structures
1465-2102,0020-7713	International Journal of Systematic Bacteriology
1464-5319,0020-7721	International Journal of Systems Science
0020-773X	International Journal of the Addictions
1572-9575,0020-7748	International Journal of Theoretical Physics
1564-913X,0020-7780	International Labour Review
1930-6571,0020-7829	International Legal Materials
0020-7837	International Library Review
1468-2435,0020-7985	International Migration
0020-8027	International Monetary Fund Staff Papers
1466-7657,0020-8132	International Nursing Review
0020-8167	International Ophthalmology Clinics
1531-5088,0020-8183	International Organization
2504-2580,0020-8272	International Pharmacopsychiatry
1751-9292,0020-8345	International Political Science Abstracts
1573-0638,0020-8566	International Review of Education
1758-6631,0020-8582	International Review of Mission
1469-512X,0020-8590	International Review of Social History
1961-1998,0020-8604	International Review of the Red Cross
1468-2451,0020-8701	International Social Science Journal
1468-246X,0020-871X	International Social Security Review
1461-7234,0020-8728	International Social Work
0973-0702,0020-8817	International Studies
1558-0911,0020-8825	International Studies of Management and Organization
1468-2478,0020-8833	International Studies Quarterly
2520-2456,0020-8868	International Surgery
0020-8868	International Surgery
1522-2632,0020-9309	Internationale Revue der gesamten Hydrobiologie und Hydrographie
0020-9376	Internationale Zeitschrift für Angewandte Physiologie Einschliesslich Arbeitsphysiologie
1432-1289,0020-9554	Der Internist
2159-340X,0020-9643	Interpretation A Journal of Bible and Theology
1432-1297,0020-9910	Inventiones mathematicae
0020-9996	Investigative Radiology
1475-4819,0021-0862	Iranian Studies
0021-0870	Iranica Antiqua
2053-4744,0021-0889	Iraq
2056-4139,0021-1214	Irish Historical Studies
1863-4362,0021-1265	Irish Journal of Medical Science (1971 -)
1752-4989,0021-1400	Irish Theological Quarterly
2047-2153,0021-1427	Irish University Review
1883-2954,0021-1575	Tetsu-to-Hagane
1881-1183,0021-1583	Transactions of the Iron and Steel Institute of Japan
1545-6994,0021-1753	Isis
1613-0928,0021-1818	Der Islam
0021-1842	The Islamic Quarterly
0021-1915	Isotopenpraxis Isotopes in Environmental and Health Studies
1869-5868,0021-2148	Israel Journal of Chemistry
0021-2164	Israel Journal of Earth Sciences
1565-8511,0021-2172	Israel Journal of Mathematics
0021-2210	Israel Journal of Zoology
2047-9336,0021-2237	Israel Law Review
0021-2571,0021-2571	Annali dell Istituto Superiore di Sanità
0021-2776	L Italia Forestale e Montana
0021-3020	Italica
0021-325X,0021-325X	Ius Canonicum
2412-8783,0021-3438	Izvestiya Vuzov Tsvetnaya Metallurgiya (Proceedings of Higher Schools Nonferrous Metallurgy)
0021-3454	Izvestiâ vysših učebnyh zavedenij Priborostroenie
2307-6011,0021-3470	Известия высших учебных заведений Радиоэлектроника
2185-8896,0021-3551	Japan Agricultural Research Quarterly JARQ
1946-326X,0021-3624	Journal of Economic Issues
1090-6487,0021-3640	JETP Letters
1527-2060,0021-3667	The Journal of General Education
1881-1426,0021-3764	Bulletin of JSME
2366-049X,0021-4027	Jahrbücher für Nationalökonomie und Statistik
0021-4280	Proceedings of the Japan Academy
1884-5835,0021-4426	Bulletin of the Japan Institute of Metals
2432-4701,0021-4434	Transactions of the Japan Institute of Metals
1883-5422,0021-4663	The Journal of the Japan Society of Aeronautical Engineering
1884-4952,0021-468X	Doboku-Gakkai-si
1883-7204,0021-4787	JOURNAL OF THE JAPAN WELDING SOCIETY
1880-7577,0021-4795	Mokuzai Gakkaishi
1883-0765,0021-4825	The Journal of the Japanese Association of Mineralogists Petrologists and Economic Geologists
1348-673X,0021-4868	Japanese Heart Journal
1880-6880,0021-4876	Journal of the Japan Institute of Metals and Materials
1347-6068,0021-4914	Japanese Journal of Applied Entomology and Zoology
1347-4065,0021-4922	Japanese Journal of Applied Physics
1882-4110,0021-4930	Nippon Saikingaku Zasshi
2186-3075,0021-5015	The Japanese Journal of Educational Psychology
1880-5787,0021-504X	The Japanese Journal of Genetics
0916-8478,0021-5074	The Japanese Journal of Human Genetics
1882-6482,0021-5082	Nippon Eiseigaku Zasshi (Japanese Journal of Hygiene)
0021-5090	Japanese Journal of Ichthyology
1882-4897,0021-5104	Japanese Journal of Limnology (Rikusuigaku Zasshi)
1884-2828,0021-5112	Japanese Journal of Medical Science and Biology
1881-123X,0021-5120	Japanese Journal of Medicine
0021-5139	Japanese Journal of Microbiology
1883-7921,0021-5147	The Japanese Journal of Nutrition and Dietetics
1613-2246,0021-5155	Japanese Journal of Ophthalmology
2186-1579,0021-5163	Japanese Journal of Oral & Maxillofacial Surgery
1347-3506,0021-5198	The Japanese Journal of Pharmacology
1881-1396,0021-521X	The Japanese Journal of Physiology
1884-1082,0021-5236	The Japanese journal of psychology
1884-7110,0021-5287	The Japanese Journal of Urology
1881-1442,0021-5295	The Japanese Journal of Veterinary Science
1468-5884,0021-5368	Japanese Psychological Research
1883-2083,0021-5384	Nihon Naika Gakkai Zasshi
1349-998X,0021-5392	NIPPON SUISAN GAKKAISHI
1884-488X,0021-5406	Journal of the Japanese Society of Starch Science
1884-2755,0021-5414	Japanese Sociological Review
0021-5597,0021-5597	Journal of Linguistics/Jazykovedný casopis
0021-5996	Test_Michael Jackson Costumes
0021-6429	Jewish Education
0021-6682	The Jewish Quarterly Review
1527-2028,0021-6704	Jewish Social Studies
1347-1597,0021-7298	Journal of Information Processing and Management
0021-7557,0021-7557	Jornal de Pediatria
0021-762X	Journal Asiatique
0021-7662	Journal d agriculture tropicale et de botanique appliquée
1565-8538,0021-7670	Journal d Analyse Mathématique
0021-7689	Journal de Chimie Physique
0021-7697	Journal de Chirurgie
0021-7824	Journal de Mathématiques Pures et Appliquées
1775-383X,0021-8103	Journal des savants
1945-2306,0021-8251	Journal for Research in Mathematics Education
1753-8556,0021-8286	Journal for the History of Astronomy
1468-5906,0021-8294	Journal for the Scientific Study of Religion
1468-5914,0021-8308	Journal for the Theory of Social Behaviour
1439-0361,0021-8375	Journal of Ornithology
1939-1846,0021-843X	Journal of Abnormal Psychology
1475-679X,0021-8456	Journal of Accounting Research
1545-5823,0021-8464	The Journal of Adhesion
1740-1909,0021-8499	Journal of Advertising Research
0021-8502	Journal of Aerosol Science
1543-7809,0021-8510	Journal of Aesthetic Education
1540-6245,0021-8529	Journal of Aesthetics and Art Criticism
0021-8529	The Journal of Aesthetics and Art Criticism
1469-5138,0021-8537	The Journal of African History
1520-5118,0021-8561	Journal of Agricultural and Food Chemistry
1477-9552,0021-857X	Journal of Agricultural Economics
1881-0136,0021-8588	Journal of Agricultural Meteorology
1469-5146,0021-8596	The Journal of Agricultural Science
1095-9246,0021-8634	Journal of Agricultural Engineering Research
1533-3868,0021-8669	Journal of Aircraft
1090-266X,0021-8693	Journal of Algebra
0021-8707	Journal of Allergy
1535-1882,0021-8715	Journal of American Folklore
1945-2314,0021-8723	Journal of American History
0021-8731	Journal of American Indian Education
1469-5154,0021-8758	Journal of American Studies
1465-5922,0021-8774	Journal of Analytical Psychology
1469-7580,0021-8782	Journal of Anatomy
1365-2656,0021-8790	Journal of Animal Ecology
1525-3163,0021-8812	Journal of Animal Science
1881-1469,0021-8820	The Journal of Antibiotics
2078-6913,0021-8839	Journal of Apicultural Research
0021-8847	Journal of Applied Bacteriology
1938-3703,0021-8855	Journal of Applied Behavior Analysis
1934-998X,0021-8871	Journal of Applied Chemistry
1600-5767,0021-8898	Journal of Applied Crystallography
1365-2664,0021-8901	Journal of Applied Ecology
1572-8838,0021-891X	Journal of Applied Electrochemistry
0021-8928	Journal of Applied Mathematics and Mechanics
0021-8936	Journal of Applied Mechanics
1573-8620,0021-8944	Journal of Applied Mechanics and Technical Physics
1089-7550,0021-8979	Journal of Applied Physics
1097-4628,0021-8995	Journal of Applied Polymer Science
1475-6072,0021-9002	Journal of Applied Probability
1939-1854,0021-9010	Journal of Applied Psychology
1559-1816,0021-9029	Journal of Applied Social Psychology
1573-8647,0021-9037	Journal of Applied Spectroscopy
1096-0430,0021-9045	Journal of Approximation Theory
1745-2538,0021-9096	Journal of Asian and African Studies
0021-910X	Journal of Asian History
1752-0401,0021-9118	The Journal of Asian Studies
0021-9134	Journal of Asthma Research
2195-0571,0021-9142	The Journal of the Astronautical Sciences
0021-9150	Atherosclerosis
0021-9169	Journal of Atmospheric and Terrestrial Physics
0021-9185	Journal of Autism and Childhood Schizophrenia
1098-5530,0021-9193	Journal of Bacteriology
0021-9223	Journal of Basic Engineering
0021-9231	Journal of Biblical Literature
1756-2651,0021-924X	The Journal of Biochemistry
1083-351X,0021-9258	Journal of Biological Chemistry
2157-6009,0021-9266	Journal of Biological Education
0021-9290	Journal of Biomechanics
1097-4636,0021-9304	Journal of Biomedical Materials Research
1469-7599,0021-9320	Journal of Biosocial Science
1535-1386,0021-9355	The Journal of Bone and Joint Surgery (American)
1545-6986,0021-9371	Journal of British Studies
0021-938X	Journal of Broadcasting
1537-5374,0021-9398	The Journal of Business
0021-9444	The Journal of Business Education
0021-9487	Journal of Canadian Petroleum Technology
1911-0251,0021-9495	Journal of Canadian Studies
1090-2694,0021-9517	Journal of Catalysis
1540-8140,0021-9525	The Journal of Cell Biology
1477-9137,0021-9533	Journal of Cell Science
1097-4652,0021-9541	Journal of Cellular Physiology
1520-5134,0021-9568	Journal of Chemical & Engineering Data
1541-5732,0021-9576	Journal of Chemical Documentation
1938-1328,0021-9584	Journal of Chemical Education
1881-1299,0021-9592	JOURNAL OF CHEMICAL ENGINEERING OF JAPAN
1089-7690,0021-9606	The Journal of Chemical Physics
1096-3626,0021-9614	The Journal of Chemical Thermodynamics
1469-7610,0021-9630	Journal of Child Psychology and Psychiatry
0021-9657	Journal of Christian Education
1945-239X,0021-9665	Journal of Chromatographic Science
0021-9673	Journal of Chromatography A
0021-9681	Journal of Chronic Diseases
2040-4867,0021-969X	Journal of Church and State
1945-7197,0021-972X	The Journal of Clinical Endocrinology & Metabolism
1558-8238,0021-9738	Journal of Clinical Investigation
1472-4146,0021-9746	Journal of Clinical Pathology
0021-9754	The Journal of Clinical Pharmacology and New Drugs
1097-4679,0021-9762	Journal of Clinical Psychology
1095-7103,0021-9797	Journal of Colloid and Interface Science
0021-9800	Journal of Combinatorial Theory
1468-5965,0021-9886	JCMS Journal of Common Market Studies
0021-9908	Journal of Commonwealth Political Studies
1460-2466,0021-9916	Journal of Communication
0021-9924	Journal of Communication Disorders
0021-9932	Journal of Comparative Administration
0021-9940	Journal of Comparative and Physiological Psychology
1096-9861,0021-9967	The Journal of Comparative Neurology
0021-9975	Journal of Comparative Pathology
1530-793X,0021-9983	Journal of Composite Materials
1090-2716,0021-9991	Journal of Computational Physics
1090-2724,0022-0000	Journal of Computer and System Sciences
1552-8766,0022-0027	Journal of Conflict Resolution
1939-2117,0022-006X	Journal of Consulting and Clinical Psychology
1745-6606,0022-0078	Journal of Consumer Affairs
1573-3564,0022-0116	Journal of Contemporary Psychotherapy
0022-0124	The Journal of Continuing Education in Nursing
1939-2168,0022-0167	Journal of Counseling Psychology
0022-0175	The Journal of Creative Behavior
1740-5580,0022-0183	The Journal of Criminal Law
0022-0205	The Journal of Criminal Law Criminology and Police Science
0022-0213	The Journal of Critical Analysis
1552-5422,0022-0221	Journal of Cross-Cultural Psychology
0022-0248	Journal of Crystal Growth
0022-0256	Journal of Cuneiform Studies
1366-5839,0022-0272	Journal of Curriculum Studies
0022-0280	Journal of Cybernetics
1469-7629,0022-0299	Journal of Dairy Research
1525-3198,0022-0302	Journal of Dairy Science
1930-7837,0022-0337	Journal of Dental Education
1544-0591,0022-0345	Journal of Dental Research
1743-9140,0022-0388	The Journal of Development Studies
1090-2732,0022-0396	Journal of Differential Equations
0022-040X	Journal of Differential Geometry
1945-1369,0022-0426	Journal of Drug Issues
0022-0434	Journal of Dynamic Systems Measurement and Control
1469-7637,0022-0469	The Journal of Ecclesiastical History
1365-2745,0022-0477	Journal of Ecology
2152-4068,0022-0485	The Journal of Economic Education
0022-0493,0022-0493	Journal of Economic Entomology
1471-6372,0022-0507	The Journal of Economic History
0022-0515	Journal of Economic Literature
1095-7235,0022-0531	Journal of Economic Theory
0022-0604	Journal of Education for Librarianship
0022-0612	Journal of Education for Social Work
1478-7431,0022-0620	Journal of Educational Administration & History
1745-3984,0022-0655	Journal of Educational Measurement
1939-2176,0022-0663	Journal of Educational Psychology
1940-0675,0022-0671	The Journal of Educational Research
0022-071X	Journal of Elastoplastics
0022-0728,0022-0728	Journal of Electroanalytical Chemistry
0022-0728	Journal of Electroanalytical Chemistry and Interfacial Electrochemistry
0022-0736	Journal of Electrocardiology
1477-9986,0022-0744	Journal of Electron Microscopy
0022-0787	Journal of Employment Counseling
1479-6805,0022-0795	Journal of Endocrinology
0022-0817	Journal of Engineering for Industry
0022-0825	Journal of Engineering for Power
1573-2703,0022-0833	Journal of Engineering Mathematics
0022-0841	Journal of Engineering Physics
1608-3202,0022-0930	Journal of Evolutionary Biochemistry and Physiology
1477-9145,0022-0949	Journal of Experimental Biology
1460-2431,0022-0957	Journal of Experimental Botany
1096-0457,0022-0965	Journal of Experimental Child Psychology
1940-0683,0022-0973	The Journal of Experimental Education
0022-0981	Journal of Experimental Marine Biology and Ecology
1540-9538,0022-1007	Journal of Experimental Medicine
0022-1015	Journal of Experimental Psychology
1096-0465,0022-1031	Journal of Experimental Social Psychology
1097-010X,0022-104X	Journal of Experimental Zoology
1097-010X,0022-104X	The Journal of Experimental Zoology
1540-6261,0022-1082	The Journal of Finance
1756-6916,0022-1090	Journal of Financial and Quantitative Analysis
0022-1104	Journal of Fire & Flammability
1095-8649,0022-1112	Journal of Fish Biology
1469-7645,0022-1120	Journal of Fluid Mechanics
0022-1139	Journal of Fluorine Chemistry
1750-3841,0022-1147	Journal of Food Science
0975-8402,0022-1155	Journal of Food Science and Technology
1556-4029,0022-1198	Journal of Forensic Sciences
1096-0783,0022-1236	Journal of Functional Analysis
0022-1252	The Journal of Gemmology
1349-8037,0022-1260	The Journal of General and Applied Microbiology
0022-1287	Journal of General Microbiology
1540-7748,0022-1295	The Journal of General Physiology
1940-0888,0022-1309	The Journal of General Psychology
1465-2099,0022-1317	Journal of General Virology
1940-0896,0022-1325	The Journal of Genetic Psychology
0973-7731,0022-1333	Journal of Genetics
1752-6868,0022-1341	Journal of Geography
1884-0884,0022-135X	Journal of Geography (Chigaku Zasshi)
0022-1368	Journal of Geological Education
1537-5269,0022-1376	The Journal of Geology
2185-5765,0022-1392	Journal of geomagnetism and geoelectricity
0022-1422	Journal of Gerontology
1727-5652,0022-1430	Journal of Glaciology
2150-6000,0022-1465	Journal of Health and Social Behavior
0022-1481	Journal of Heat Transfer
1475-2697,0022-149X	Journal of Helminthology
1471-8505,0022-1503	Journal of Heredity
0022-1511	Journal of Herpetology
1943-5193,0022-152X	Journal of Heterocyclic Chemistry
1538-4640,0022-1546	The Journal of Higher Education
1551-5044,0022-1554	Journal of Histochemistry & Cytochemistry
0022-1589	Journal of Horticultural Science
1548-8004,0022-166X	The Journal of Human Resources
1552-650X,0022-1678	Journal of Humanistic Psychology
1814-2079,0022-1686	Journal of Hydraulic Research
0022-1694	Journal of Hydrology
1555-5909,0022-1716	Journal of Hydronautics
0022-1724,0022-1724	Journal of Hygiene
0022-1759	Journal of Immunological Methods
1550-6606,0022-1767	The Journal of Immunology
1573-0395,0022-1791	Journal of Indian Philosophy
1467-6451,0022-1821	Journal of Industrial Economics
1472-9296,0022-1856	Journal of Industrial Relations
1537-6613,0022-1899	The Journal of Infectious Diseases
0022-1902	Journal of Inorganic and Nuclear Chemistry
0022-1910,0022-1910	Journal of Insect Physiology
0022-1937	Journal of Interamerican Studies and World Affairs
0022-1945	Journal of Interdisiplinary Cycle Research
1530-9169,0022-1953	Journal of Interdisciplinary History
1530-9169,0022-1953	The Journal of Interdisciplinary History
0022-1996	Journal of International Economics
1096-0805,0022-2011	Journal of Invertebrate Pathology
1523-1747,0022-202X	Journal of Investigative Dermatology
2056-6689,0022-2097	Journal of Jewish Studies
1099-1344,0022-2135	Journal of Labelled Compounds
0022-2143	Journal of Laboratory and Clinical Medicine
1748-5460,0022-2151	The Journal of Laryngology & Otology
1469-767X,0022-216X	Journal of Latin American Studies
1537-5285,0022-2186	The Journal of Law and Economics
1538-4780,0022-2194	Journal of Learning Disabilities
0022-2232	Journal of librarianship
1469-7742,0022-2267	Journal of Linguistics
1539-7262,0022-2275	The Journal of Lipid Research
1573-7357,0022-2291	Journal of Low Temperature Physics
0022-2305	Journal of Lubrication Technology
0022-2313	Journal of Luminescence
0022-2321	Journal of Macromolecular Science Part D - Reviews in Polymer Processing
0022-233X	Journal of Macromolecular Science Part A - Chemistry
1525-609X,0022-2348	Journal of Macromolecular Science Part B
0022-2364	Journal of Magnetic Resonance (1969)
1545-1542,0022-2372	Journal of Mammalogy
1467-6486,0022-2380	Journal of Management Studies
1543-9542,0022-2402	Journal of Marine Research
0022-2429,0022-2429	Journal of Marketing
1547-7193,0022-2437	Journal of Marketing Research
1741-3737,0022-2445	Journal of Marriage and Family
1573-4803,0022-2461	Journal of Materials Science
1096-0813,0022-247X	Journal of Mathematical Analysis and Applications
1089-7658,0022-2488	Journal of Mathematical Physics
1096-0880,0022-2496	Journal of Mathematical Psychology
1545-5874,0022-250X	Journal of Mathematical Sociology
0022-2518	Indiana University Mathematics Journal
1467-9590,0022-2526	Studies in Applied Mathematics
2058-3389,0022-2542	Journal of Mechanical Engineering Science
0022-2569	Journal of Mechanisms
1938-2928,0022-2585	Journal of Medical Entomology
1468-6244,0022-2593	Journal of Medical Genetics
1473-5644,0022-2615	Journal of Medical Microbiology
1520-4804,0022-2623	Journal of Medicinal Chemistry
1432-1424,0022-2631	The Journal of Membrane Biology
0022-2666	The Journal of Mental Subnormality
1365-2818,0022-2720	Journal of Microscopy
0022-2739	Journal of Microwave Power
0022-2747	Journal of Milk and Food Technology
1469-7777,0022-278X	The Journal of Modern African Studies
1537-5358,0022-2801	The Journal of Modern History
1529-1464,0022-281X	Journal of Modern Literature
1095-8584,0022-2828	Journal of Molecular and Cellular Cardiology
1089-8638,0022-2836	Journal of Molecular Biology
1432-1432,0022-2844	Journal of Molecular Evolution
1096-083X,0022-2852	Journal of Molecular Spectroscopy
0022-2860,0022-2860	Journal of Molecular Structure
1538-4616,0022-2879	Journal of money credit and banking
1940-1027,0022-2895	Journal of Motor Behavior
1941-7497,0022-2909	Journal of Music Theory
2053-7395,0022-2917	Journal of Music Therapy
1464-5262,0022-2933	Journal of Natural History
1545-6978,0022-2968	Journal of Near Eastern Studies
2167-6437,0022-2984	The Journal of Negro Education
2325-6842,0022-2992	The Journal of Negro History
0022-300X	Journal of Nematology
0022-3018	The Journal of Nervous and Mental Disease
0022-3026	Journal of Neuro-Visceral Relations
1097-4695,0022-3034	Journal of Neurobiology
1471-4159,0022-3042	Journal of Neurochemistry
1468-330X,0022-3050	Journal of Neurology Neurosurgery & Psychiatry
1554-6578,0022-3069	Journal of Neuropathology & Experimental Neurology
1933-0693,0022-3085	Journal of Neurosurgery
0022-3093	Journal of Non-Crystalline Solids
0022-3107	Journal of Nuclear Energy
0022-3115,0022-3115	Journal of Nuclear Materials
1881-1248,0022-3131	Journal of Nuclear Science and Technology
1096-1658,0022-314X	Journal of Number Theory
2348-621X,0022-3174	The Indian Journal of Nutrition and Dietetics
0022-3182	Journal of Nutrition Education
1573-2878,0022-3239	Journal of Optimization Theory and Applications
1520-6904,0022-3263	The Journal of Organic Chemistry
0022-328X,0022-328X	Journal of Organometallic Chemistry
1469-9605,0022-3344	Journal of Pacific History
1469-9605,0022-3344	The Journal of Pacific History
1937-2337,0022-3360	Journal of Paleontology
1937-2345,0022-3395	Journal of Parasitology
1096-9896,0022-3417	The Journal of Pathology
1531-5037,0022-3468	Journal of Pediatric Surgery
0022-3476	The Journal of Pediatrics
1600-0765,0022-3484	Journal of Periodontal Research
1943-3670,0022-3492	Journal of Periodontology
1467-6494,0022-3506	Journal of Personality
1939-1315,0022-3514	Journal of Personality and Social Psychology
1460-2415,0022-3530	Journal of Petrology
1520-6017,0022-3549	Journal of Pharmaceutical Sciences
1521-0103,0022-3565	Journal of Pharmacology and Experimental Therapeutics
2042-7158,0022-3573	Journal of Pharmacy and Pharmacology
1573-0433,0022-3611	Journal of Philosophical Logic
0022-362X	The Journal of Philosophy
0022-3638	The Journal of Photographic Science
1529-8817,0022-3646	Journal of Phycology
1541-5740,0022-3654	The Journal of Physical Chemistry
1520-0485,0022-3670	Journal of Physical Oceanography
0022-3697	Journal of Physics and Chemistry of Solids
0022-3700	Journal of Physics B Atomic and Molecular Physics
0022-3719	Journal of Physics C Solid State Physics
1361-6463,0022-3727	Journal of Physics D Applied Physics
0022-3735	Journal of Physics E Scientific Instruments
1884-2305,0022-3743	Journal of Physics of the Earth
1469-7793,0022-3751	The Journal of Physiology
1469-7807,0022-3778	Journal of Plasma Physics
1537-534X,0022-3808	Journal of Political Economy
1468-2508,0022-3816	The Journal of Politics
1542-6238,0022-3832	Journal of Polymer Science
1540-5931,0022-3840	The Journal of Popular Culture
0022-3840	The Journal of Popular Culture
0022-3859	Journal of Postgraduate Medicine
1532-7752,0022-3891	Journal of Personality Assessment
0022-3913	Journal of Prosthetic Dentistry
0022-3921	The Journal of Protozoology
0022-393X	Journal of Psychedelic Drugs
0022-3956	Journal of Psychiatric Research
1940-1019,0022-3980	The Journal of Psychology
0022-3999	Journal of Psychosomatic Research
1752-7325,0022-4006	Journal of Public Health Dentistry
0022-4030	Journal of Purchasing
0022-4049	Journal of Pure and Applied Algebra
0022-4073	Journal of Quantitative Spectroscopy and Radiative Transfer
0022-409X	Journal of Range Management
0022-4111	Journal of Reading Behavior
1467-9787,0022-4146	Journal of Regional Science
1549-6538,0022-4189	The Journal of Religion
1573-6571,0022-4197	Journal of Religion and Health
1570-0666,0022-4200	Journal of Religion in Africa
1467-9809,0022-4227	Journal of Religious History
0022-4251	J Reprod Fertil
1741-7899,0022-4251	Reproduction
1945-0095,0022-4294	Journal of Research in Music Education
1098-2736,0022-4308	Journal of Research in Science Teaching
