2327-0802,2327-0799	Soft	"Scientific Research Publishing, Inc."
2327-0829,2327-0810	Advances in Microbiology	Hans Publishers
2327-0861,2327-0853	Open Journal of Circuits and Systems	Hans Publishers
2327-106X	International Journal on Communications	"Science and Engineering Publishing, Co."
2327-1086	Multimedia Technology	"Science and Engineering Publishing, Co."
2327-1108	Plastic and Polymer Technology	"Science and Engineering Publishing, Co."
2327-1515	Reviews in Theoretical Science	American Scientific Publishers
2327-1590,2327-1574	QED A Journal in GLBTQ Worldmaking	Michigan State University Press
2327-1582	Researches and Applications in Mechanical Engineering	"Science and Engineering Publishing, Co."
2327-1612	Review of Applied Physics	"Science and Engineering Publishing, Co."
2327-168X	Service Science and Management Research	"Science and Engineering Publishing, Co."
2327-171X	Signal Processing Research	"Science and Engineering Publishing, Co."
2327-1736	Solids and Structures	"Science and Engineering Publishing, Co."
2327-1809	Journal of Austrian Studies	Muse - Johns Hopkins University Press
2327-1868,2327-1868	Journal of West African History	Michigan State University Press
2327-2074	STEAM	Claremont Colleges Library
2327-2430	American Journal of Physical Chemistry	Science Publishing Group
2327-2473	American Journal of Software Engineering and Applications	Science Publishing Group
2327-2503	Advances in Materials	Science Publishing Group
2327-2600	Education Journal	Science Publishing Group
2327-2635	International Journal of Materials Science and Applications	Science Publishing Group
2327-2694	International Journal of Nutrition and Food Sciences	Science Publishing Group
2327-2724	Science Journal of Clinical Medicine	Science Publishing Group
2327-2929	Aliso	Claremont Colleges Library
2327-2937	Journal of Human Performance in Extreme Environments	Purdue University (bepress)
2327-3542	International Journal of Case Reports in Medicine	IBIMA Publishing
2327-3550	Plastic Surgery An International Journal	IBIMA Publishing
2327-3569	Advances in Stem Cells	IBIMA Publishing
2327-3895	LUX	Claremont Colleges Library
2327-3992,2327-3984	International Journal of Systems and Society	IGI Global
2327-4026,2327-4018	Open Journal of Modelling and Simulation	"Scientific Research Publishing, Inc."
2327-4050,2327-4034	Advances in Literary Study	"Scientific Research Publishing, Inc."
2327-4085,2327-4077	Journal of Minerals and Materials Characterization and Engineering	"Scientific Research Publishing, Inc."
2327-4107,2327-4115	Forensic Medicine and Anatomy Research	"Scientific Research Publishing, Inc."
2327-4344,2327-4336	Journal of Geoscience and Environment Protection	"Scientific Research Publishing, Inc."
2327-4379,2327-4352	Journal of Applied Mathematics and Physics	"Scientific Research Publishing, Inc."
2327-4360	Andrology & Gynecology Current Research	OMICS Publishing Group
2327-4417	Journal of Biodiversity Management & Forestry	OMICS Publishing Group
2327-4557	Drug Intoxication & Detoxication Novel Approaches	OMICS Publishing Group
2327-4581	Geoinformatics & Geostatistics An Overview	OMICS Publishing Group
2327-4654	Journal of Psychotherapy & Psychological Disorders	OMICS Publishing Group
2327-4662	IEEE Internet of Things Journal	Institute of Electrical and Electronics Engineers
2327-4697	IEEE Transactions on Network Science and Engineering	Institute of Electrical and Electronics Engineers
2327-4700	Journal of Hypo & Hyperglycemia	OMICS Publishing Group
2327-5227,2327-5219	Journal of Computer and Communications	"Scientific Research Publishing, Inc."
2327-5499	International Research in Education	"Macrothink Institute, Inc."
2327-5510	International Journal of Social Science Research	"Macrothink Institute, Inc."
2327-5596	Linguistic Evidence in Security Law and Intelligence	"University Library System, University of Pittsburgh"
2327-5650	Mime Journal	Claremont Colleges Library
2327-5731	Knowledge Cultures	Addleton Academic Publishers
2327-5901,2327-588X	Journal of Power and Energy Engineering	"Scientific Research Publishing, Inc."
2327-5898	CEA Critic	Muse - Johns Hopkins University Press
2327-5960,2327-5952	Open Journal of Social Sciences	"Scientific Research Publishing, Inc."
2327-6053,2327-6045	Journal of Materials Science and Chemical Engineering	"Scientific Research Publishing, Inc."
2327-6517,2327-6509	Physics and Technical Sciences	Sciknow Publications
2327-6584,2327-6592	Financial and Quantitative Analysis	Sciknow Publications
2327-6673,2327-6665	Asia Pacific Journal of Public Administration	Informa UK (Taylor & Francis)
2327-6681	American Journal of Medical Sciences and Medicine	"Science and Education Publishing Co., Ltd."
2327-6746,2327-6738	Synthesis Lectures on Chemical Engineering and Biochemical Engineering	Morgan & Claypool
2327-7165,2327-7157	International Journal of Internet and Distributed Systems	"Scientific Research Publishing, Inc."
2327-7203,2327-7211	Journal of Data Analysis and Information Processing	"Scientific Research Publishing, Inc."
2327-7645,2327-7246	International Journal of Agricultural Science and Technology	DEStech Publications
2327-7416,2327-7408	Eastern African Literary and Cultural Studies	Informa UK (Taylor & Francis)
2327-7491,2327-7483	International Journal of Applied Management Sciences and Engineering	IGI Global
2327-7564	Electrical Engineering Research	"Science and Engineering Publishing, Co."
2327-7572	Advances in Energy Engineering	"Science and Engineering Publishing, Co."
2327-7580	Global Perspectives on Artificial Intelligence	"Science and Engineering Publishing, Co."
2327-7599	Advances in Microelectronic Engineering	"Science and Engineering Publishing, Co."
2327-7602	Advances in Water Resource and Protection	"Science and Engineering Publishing, Co."
2327-7610	Frontiers in Sensors	"Science and Engineering Publishing, Co."
2327-7629,2327-7629	International Journal of Advance in Medical Science	"Science and Engineering Publishing, Co."
2327-7653	Marine Engineering Frontiers	"Science and Engineering Publishing, Co."
2327-7661	Advances in Optoelectronic Materials	"Science and Engineering Publishing, Co."
2327-7807	SIAM Undergraduate Research Online	Society for Industrial and Applied Mathematics
2327-8560,2327-7866	The International Journal of Diverse Identities	Common Ground Research Networks
2327-8617,2327-7882	The International Journal of Communication and Linguistic Studies	Common Ground Research Networks
2327-8676,2327-7912	The International Journal of Literary Humanities	Common Ground Research Networks
2327-8692,2327-7920	The International Journal of Assessment and Evaluation	Common Ground Research Networks
2327-7939,2327-7939	The International Journal of Early Childhood Learning	Common Ground Research Networks
2327-8749,2327-7955	The International Journal of Learning in Higher Education	Common Ground Research Networks
2327-9133,2327-7963	The International Journal of Pedagogy and Curriculum	Common Ground Research Networks
2327-915X,2327-7971	The International Journal of Science Mathematics and Technology Learning	Common Ground Research Networks
2327-9176,2327-798X	Change Management An International Journal	Common Ground Research Networks
2327-9249,2327-7998	Knowledge Management An International Journal	Common Ground Research Networks
2327-9273,2327-8005	Management Education An International Journal	Common Ground Research Networks
2327-932X,2327-8013	Organizational Cultures An International Journal	Common Ground Research Networks
2327-9125	Photonics Research	The Optical Society
2328-0182	Journal of Advanced Pharmaceutical Science and Technology	Open Access Pub
2328-0379,2328-0387	Asian Case Reports in Anesthesiology	Hans Publishers
2328-0395,2328-0409	Asian Case Reports in Emergency Medicine	Hans Publishers
2328-0425,2328-0433	Asian Case Reports in Genetics	Hans Publishers
2328-0441,2328-045X	Asian Case Reports in Pediatrics	Hans Publishers
2328-0468,2328-0476	Asian Case Reports in Otolaryngology	Hans Publishers
2328-0484,2328-0492	Asian Case Reports in Obstetrics and Gynecology	Hans Publishers
2328-0506,2328-0514	Advances in Energy and Power Engineering	Hans Publishers
2328-0522,2328-0530	Open Journal of Acoustics and Vibration	Hans Publishers
2328-0549,2328-0557	International Journal of Fluid Dynamics	Hans Publishers
2328-0824	Journal of Tourism Insights	Grand Valley State University Libraries
2328-1286	Ars Orientalis	University of Michigan Library
2328-1383	Journal of Environmentally Friendly Processes	Petrodex Publication Group
2328-1626	Urban Planning and Design Research	"Science and Engineering Publishing, Co."
2328-1634	International Journal of Philosophy Study	"Science and Engineering Publishing, Co."
2328-1642	Biochemistry and Biophysics	"Science and Engineering Publishing, Co."
2328-1650,2328-1650	International Journal of Sociology Study	"Science and Engineering Publishing, Co."
2328-1669	Vehicle Engineering	"Science and Engineering Publishing, Co."
2328-1723	Journal of Toxins	Avens Publishing Group
2328-2134,2328-2134	International Relations and Diplomacy	David Publishing Company
2328-2142,2328-2142	Journal of Traffic and Transportation Engineering	David Publishing Company
2328-2150,2328-2150	Journal of Pharmacy and Pharmacology	David Publishing Company
2328-2169,2328-2169	J of Tourism and Hospitality Management	David Publishing Company
2328-2177,2328-2177	Journal of Cultural and Religious Studies	David Publishing Company
2328-2185,2328-2185	Management Studies	David Publishing Company
2328-2193,2328-2193	Journal of Geological Resource and Engineering	David Publishing Company
2328-2223,2328-2223	J of Electrical Engineering	David Publishing Company
2328-2231,2328-2231	J of Control Science and Engineering	David Publishing Company
2328-224X,2328-224X	Journal of Statistical Science and Application	David Publishing Company
2328-2355	Journal of Modeling in Mechanics and Materials	Walter de Gruyter GmbH
2328-2967	Journal of Education for Library and Information Science Online	DEStech Publications
2328-305X,2328-3041	Colloquium Series on Building Blocks of the Cell Cell Structure and Function	Morgan & Claypool
2328-3327,2328-3319	Synthesis Lectures on Software Engineering	Morgan & Claypool
2328-3548	International Journal of Stem Cell Research and Transplantation	SciDoc Publishers LLC
2328-3912	Applied Ecology and Environmental Sciences	"Science and Education Publishing Co., Ltd."
2328-3947	American Journal of Biomedical Research	"Science and Education Publishing Co., Ltd."
2328-398X	American Journal of Civil Engineering and Architecture	"Science and Education Publishing Co., Ltd."
2328-4005	American Journal of Clinical Medicine Research	"Science and Education Publishing Co., Ltd."
2328-4048	The Undecidable Unconscious A Journal of Deconstruction and Psychoanalysis	Muse - Johns Hopkins University Press
2328-4056	American Journal of Infectious Diseases and Microbiology	"Science and Education Publishing Co., Ltd."
2328-4080	American Journal of Medical and Biological Research	"Science and Education Publishing Co., Ltd."
2328-4102	American Journal of Mechanical Engineering	"Science and Education Publishing Co., Ltd."
2328-4870,2328-4862	Journal of Human Resource and Sustainability Studies	"Scientific Research Publishing, Inc."
2328-4897,2328-4889	Journal of Building Construction and Planning Research	"Scientific Research Publishing, Inc."
2328-4919,2328-4900	Current Urban Studies	"Scientific Research Publishing, Inc."
2328-4935,2328-4927	Advances in Journalism and Communication	"Scientific Research Publishing, Inc."
2328-4951,2328-4943	Journal of Renewable Agriculture	Sciknow Publications
2328-4978,2328-496X	Open Journal of Mathematical Modeling	Sciknow Publications
2328-4986,2328-4994	Open Journal of Education	Sciknow Publications
2328-501X,2328-5001	Open Journal of Social Science Research	Sciknow Publications
2328-5079,2328-5060	Research and Application of Material	Sciknow Publications
2328-5311	Duquesne Studies in Phenomenological Psychology	Philosophy Documentation Center
2328-5508,2328-5494	International Journal of Civic Engagement and Social Change	IGI Global
2328-5583	Automation Control and Intelligent Systems	Science Publishing Group
2328-5605	Applied and Computational Mathematics	Science Publishing Group
2328-563X	Agriculture Forestry and Fisheries	Science Publishing Group
2328-5664	American Journal of Applied Psychology	Science Publishing Group
2328-5680	American Journal of Environmental Protection	Science Publishing Group
2328-5702	American Journal of Life Sciences	Science Publishing Group
2328-5745	American Journal of Nursing Science	Science Publishing Group
2328-5788	American Journal of Remote Sensing	Science Publishing Group
2328-5842	Animal and Veterinary Sciences	Science Publishing Group
2328-5885	American Journal of Bioscience and Bioengineering	Science Publishing Group
2328-5966	Communications	Science Publishing Group
2328-5974	Earth Sciences	Science Publishing Group
2328-6229,2328-6261	The International Journal of Organizational Diversity	Common Ground Research Networks
2328-6318,2328-6318	The International Journal of Adult Community and Professional Learning	Common Ground Research Networks
2328-6962	Confluencia Revista Hispánica de Cultura y Literatura	Muse - Johns Hopkins University Press
2328-7144,2328-7144	Economics World	David Publishing Company
2328-7241	American Journal of Environmental Protection	"Science and Education Publishing Co., Ltd."
2328-7268	Journal of Computer Sciences and Applications	"Science and Education Publishing Co., Ltd."
2328-7284	Journal of Finance and Economics	"Science and Education Publishing Co., Ltd."
2328-7322	American Journal of Cancer Prevention	"Science and Education Publishing Co., Ltd."
2328-7349	American Journal of Energy Research	"Science and Education Publishing Co., Ltd."
2328-7365	American Journal of Electrical and Electronic Engineering	"Science and Education Publishing Co., Ltd."
2328-7381	Chemical Engineering and Science	"Science and Education Publishing Co., Ltd."
2328-7543	International Journal of Business and Economics Research	Science Publishing Group
2328-7608	International Journal of Economic Behavior and Organization	Science Publishing Group
2328-7632	International Journal of Elementary Education	Science Publishing Group
2328-7659	International Journal of Environmental Monitoring and Analysis	Science Publishing Group
2328-7675	International Journal of Intelligent Information Systems	Science Publishing Group
2328-7713	Journal of Investment and Management	Science Publishing Group
2328-773X	Journal of World Economic Research	Science Publishing Group
2328-7780	Optics	Science Publishing Group
2328-7837	Psychology and Behavioral Sciences	Science Publishing Group
2328-7861	Science Innovation	Science Publishing Group
2328-7942	Science Journal of Public Health	Science Publishing Group
2328-7969	Journal of Water Resources and Ocean Science	Science Publishing Group
2328-8620,2328-8604	Health Systems & Reform	Landes Bioscience
2328-8752	International Journal of Veterinary Medicine Research & Reports	IBIMA Publishing
2328-8884,2328-8876	Geometry Imaging and Computing	"International Press of Boston, Inc."
2328-8906,2328-8892	Foundations and Trends® in Renewable Energy	Now Publishers
2328-9198,2328-918X	International Sport Coaching Journal	Human Kinetics
2328-9562,2328-9554	Journal of Ancient Near Eastern History	Walter de Gruyter GmbH
2329-0056,2329-0048	Journal of Chinese Literature and Culture	Duke University Press
2329-0072	Medical Science and Technology	"International Scientific Information, Inc."
2329-020X,2329-0196	Practical Applications	Institutional Investor Journals
2329-079X,2329-0781	American Journal of Humanities and Social Sciences	World Scholars
2329-0900	Science Journal of Education	Science Publishing Group
2329-0935	Science Research	Science Publishing Group
2329-1141	Emerging Theatre Research	Emerging Theatre Research
2329-1265,2329-1273	Astronomy and Astrophysics	Hans Publishers
2329-1559,2329-1621	The International Journal of Interdisciplinary Environmental Studies	Common Ground Research Networks
2329-1583	Journal of Metabolomics & Systems Biology	Avens Publishing Group
2329-1591,2329-1656	The International Journal of Educational Organization and Leadership	Common Ground Research Networks
2329-1613	Journal Electrical and Electronic Engineering	Science Publishing Group
2329-1648	American Journal of Energy Engineering	Science Publishing Group
2329-1745	European Journal of Biophysics	Science Publishing Group
2329-177X	International Journal of Immunology	Science Publishing Group
2329-1818	Modern Chemistry	Science Publishing Group
2329-1958,2329-194X	The Japanese Political Economy	Informa UK (Taylor & Francis)
2329-2237,2329-2229	MRS Energy & Sustainability	Cambridge University Press (Materials Research Society)
2329-2245	International Journal of Politics & Law Research	Sciknow Publications
2329-2261,2329-227X	Research Journal of Computation and Mathematics	Sciknow Publications
2329-2288	Architecture & Environment	Sciknow Publications
2329-2644,2372-9759	Journal of Business Theory and Practice	"Scholink Co, Ltd."
2329-311X,2372-9740	Studies in English Language Teaching	"Scholink Co, Ltd."
2329-3276,2329-3268	Pain Studies and Treatment	"Scientific Research Publishing, Inc."
2329-3292,2329-3284	Open Journal of Business and Management	"Scientific Research Publishing, Inc."
2329-3314,2329-3306	Microscopy Research	"Scientific Research Publishing, Inc."
2329-3330,2329-3322	Journal of Flow Control Measurement &amp Visualization	"Scientific Research Publishing, Inc."
2329-3357	Friction and Wear Research	"Science and Engineering Publishing, Co."
2329-3373	Construction Engineering	"Science and Engineering Publishing, Co."
2329-3381	Parallel and Cloud Computing Research	"Science and Engineering Publishing, Co."
2329-4175	Journal of Self-Governance and Management Economics	Addleton Academic Publishers
2329-4434,2329-440X	Journal of the Bible and its Reception	Walter de Gruyter GmbH
2329-4779,2329-4760	Journal of Nursing Practice Applications & Reviews of Research	Journal of Nursing Practice Applications and Reviews of Research
2329-4892,2329-4884	International Journal of Business Communication	SAGE Publications
2329-4922,2329-4906	Business and Professional Communication Quarterly	SAGE Publications
2329-5066,2329-5058	Synthesis Lectures on Professionalism and Career Advancement for Scientists and Engineers	Morgan & Claypool
2329-5139	Materials and Methods	"Synatom Research, LLC"
2329-5147	实验材料和方法	"Synatom Research, LLC"
2329-521X	Issues in Social Science	"Macrothink Institute, Inc."
2329-5430,2329-5430	Journal of Life Medicine	American V-King Scientific Publishers
2329-7239,2329-549X	Geomatics Science and Technology	Hans Publishers
2329-5856,2372-8191	Science Insights	"Bonoi Science Advancement and Education, LLC"
2372-2657,2329-6151	Special Operations Journal	Informa UK (Taylor & Francis)
2329-6542	Journal of Astrophysics & Aerospace Technology	OMICS Publishing Group
2329-6674	Enzyme Engineering	OMICS Publishing Group
2329-6755	Journal of Geology & Geosciences	OMICS Publishing Group
2329-6771	Journal of Integrative Oncology	OMICS Publishing Group
2329-6798	Modern Chemistry & Applications	OMICS Publishing Group
2329-6925	Journal of Vascular Medicine & Surgery	OMICS Publishing Group
2329-7026,2329-7018	Research and Practice in Intellectual and Developmental Disabilities	Informa UK (Taylor & Francis)
2329-7034	Journal for the Study of English Linguistics	"Macrothink Institute, Inc."
2329-7263,2329-7255	Hans Journal of Soil Science	Hans Publishers
2329-731X,2329-7301	Mine Engineering	Hans Publishers
2329-7379,2329-7360	Open Journal of Legal Science	Hans Publishers
2329-7719	Psychology and Social Behavior Research	Sciknow Publications
2329-7743	Journal of Internal Medicine Research	Sciknow Publications
2329-7786	Journal of Macroeconomic Dynamics Research	Sciknow Publications
2329-7832	Health Care	Sciknow Publications
2329-7905	Reviews at LibraryOfMedicine com	"Library of Medicine, LLC"
2329-7921,2329-7913	International Journal of English Language Teaching	Sciedu Press
2329-8413,2329-8421	Open Journal of Antennas and Propagation	"Scientific Research Publishing, Inc."
2329-8731	Journal of Ancient Diseases & Preventive Remedies	OMICS Publishing Group
2329-8766,2329-8766	Energy Harvesting and Systems	Walter de Gruyter GmbH
2329-8790	Journal of Hematology & Thromboembolic Diseases	OMICS Publishing Group
2329-8820	Journal of Bone Marrow Research	OMICS Publishing Group
2329-8863	Advances in Crop Science and Technology	OMICS Publishing Group
2329-8901	Journal of Probiotics & Health	OMICS Publishing Group
2329-9029	Journal of Plant Biochemistry & Physiology	OMICS Publishing Group
2329-9037,2329-9460	Journal of Responsible Innovation	Informa UK (Taylor & Francis)
2329-907X,2329-9061	The Open Book Series	Mathematical Sciences Publishers
2329-9150	Journal of Social Science Studies	"Macrothink Institute, Inc."
2329-9215,2329-9207	IEEE Power Electronics Magazine	Institute of Electrical and Electronics Engineers
2329-9231	IEEE Journal on Exploratory Solid-State Computational Devices and Circuits	Institute of Electrical and Electronics Engineers
2329-924X	IEEE Transactions on Computational Social Systems	Institute of Electrical and Electronics Engineers
2329-9282	Pediatrics Research International Journal	IBIMA Publishing
2329-9355,2329-9347	World Journal of Social Science	Sciedu Press
2329-938X	Advances in Microwave and Wireless Technologies	Sciknow Publications
2329-9398	Internet Technologies and Applications Research	Sciknow Publications
2329-9401	Journal of Environmental Conservation Research	Sciknow Publications
2329-941X	Journal of Economic Philosophy	Sciknow Publications
2329-9428	Journal of Mechanics & Industry Research	Sciknow Publications
2329-9436	International Research Journal of Horticulture	Sciknow Publications
2329-9452	Research Journal of Diagnostic Radiography	Sciknow Publications
2329-9487	Journal of Hypertension and Cardiology	Open Access Pub
2329-9509	Journal of Osteoporosis and Physical Activity	OMICS Publishing Group
2329-9541	Journal of Immunological Techniques in Infectious Diseases	OMICS Publishing Group
2329-955X	Journal of Plant Physiology & Pathology	OMICS Publishing Group
2329-9568	Journal of Fashion Technology & Textile Engineering	OMICS Publishing Group
2329-9622,2329-9622	Journal of Inorganic Chemistry	Sciknow Publications
2329-9738,2329-9738	VideoEndocrinology	Mary Ann Liebert
2329-9770	Review of Japanese Culture and Society	Muse - Johns Hopkins University Press
2329-9967	International Journal of Microbiology & Advanced Immunology	SciDoc Publishers LLC
2330-0043	American Journal of Applied Mathematics	Science Publishing Group
2330-0159	American Journal of BioScience	Science Publishing Group
2330-0175	Cell Biology	Science Publishing Group
2330-0205	International Journal of Language and Linguistics	Science Publishing Group
2330-023X	International Journal of Mechanical Engineering and Applications	Science Publishing Group
2330-0272	Vedic Research International Bioinformatics and Proteomics	VRI Press
2330-0280	Vedic Research International Phytomedicine	VRI Press
2330-0302	Vedic Research International Cell Signaling	VRI Press
2330-0396	Journal of Forensic Investigation	Avens Publishing Group
2330-0485	The Massachusetts Review	Muse - Johns Hopkins University Press
2330-0752,2330-0744	Advances in Reproductive Sciences	"Scientific Research Publishing, Inc."
2330-0914	Journal of Surgery	Science Publishing Group
2330-0981	Science Journal of Chemistry	Science Publishing Group
2330-1007	International Journal of Wireless Communications and Mobile Computing	Science Publishing Group
2330-1392,2572-7184	Contention	Berghahn Books
2330-1562	Journal of Chemical and Biological Interfaces	American Scientific Publishers
2330-1600,2330-1589	Journal of Physiology Studies	Hans Publishers
2330-1678,2330-166X	Immunology Studies	Hans Publishers
2330-1694,2330-1686	Biophysics	Hans Publishers
2330-1716,2330-1708	Modern Linguistics	Hans Publishers
2330-1732,2330-1724	Open Journal of Nature Science	Hans Publishers
2330-1759,2330-1740	Journal of Earth Science Research	Bowen Publishing Company
2330-1775,2330-1767	Journal of Remote Sensing Technology	Bowen Publishing Company
2330-1791,2330-1783	Journal of Management Science and Practice	The World Academic Publishing
2330-183X	Research in Electronic Commerce Frontiers	"Science and Engineering Publishing, Co."
2330-2011,2330-2011	The College Music Symposium	The College Music Society
2330-2046,2330-2038	Studies in Engineering and Technology	Redfame Publishing
2330-2135	Translational Clinical Biology	VRI Press
2330-2151,2330-2143	Studies in Asian Social Science	Sciedu Press
2330-2682,2330-2674	International Journal of Systems Science Operations & Logistics	Informa UK (Taylor & Francis)
2330-2887,2330-2879	International Journal of Community Development	World Scholars
2330-2976	Judaica Librarianship	Association of Jewish Libraries
2330-3328	Earth Resources	Sciknow Publications
2330-3344	Open Journal of Functional Material Research	Sciknow Publications
2330-3360	Open Journal of Advanced Materials Research	Sciknow Publications
2330-3395	Open Journal of Analytical Chemistry Research	Sciknow Publications
2330-3417	International Journal of Maternal and Child Health	Sciknow Publications
2330-3433	Journal of Animal Genetic Research	Sciknow Publications
2330-4243	American Journal of Psychiatry and Neuroscience	Science Publishing Group
2330-4286	American Journal of Physics and Applications	Science Publishing Group
2330-4316	American Journal of Internal Medicine	Science Publishing Group
2330-4456,2330-4456	International Journal of Women s Health and Reproduction Sciences	International Journal of Women's Health and Reproduction Studies
2330-4685,2330-4677	Journal of Security and Safety Technology	Hans Publishers
2330-4758,2330-474X	Journal of Aerospace Science and Technology	Hans Publishers
2330-4774,2330-4766	Journalism and Communications	Hans Publishers
2330-4847	Economic Anthropology	Wiley (John Wiley & Sons)
2330-5029	U S -Japan Women s Journal	Muse - Johns Hopkins University Press
2330-5169	Chinese Cultural Relics	"East View Information Services, Inc."
2330-524X,2330-5231	Journal of Organic Chemistry Research	Hans Publishers
2330-5266,2330-5258	World Literature Studies	Hans Publishers
2330-5398,2330-538X	Integritas Advancing the Mission of Catholic Higher Education	Boston College University Libraries
2330-5509,2330-5495	Management and Organizational Studies	Sciedu Press
2330-6297	Class Race Corporate Power	Florida International University
2330-6351,2330-6343	Asia Pacific Translation and Intercultural Studies	Informa UK (Taylor & Francis)
2330-6831	Atlas Journal of Materials Science	"Atlas Scienfitic Publishing, LP"
2330-6874,2330-6866	Journal of Sustainability Management (JSM)	Clute Institute
2330-7250	Vedic Research International Biological Medicinal Chemistry	VRI Press
2330-7285	Journal of Food and Nutrition Sciences	Science Publishing Group
2330-7331	Journal of Finance and Accounting	Science Publishing Group
2330-7366	Journal of Energy and Natural Resources	Science Publishing Group
2330-7412	International Journal of Science Technology and Society	Science Publishing Group
2330-7439	International Journal of Philosophy	Science Publishing Group
2330-7528	International Journal of Environmental Protection and Policy	Science Publishing Group
2330-7560	International Journal of Biomedical Materials Research	Science Publishing Group
2330-7587	International Journal of Archaeology	Science Publishing Group
2330-7609	Hydrology	Science Publishing Group
2330-7714,2330-7706	Journal of Control and Decision	Informa UK (Taylor & Francis)
2330-796X	Milton Studies	Muse - Johns Hopkins University Press
2330-8117	Resilience A Journal of the Environmental Humanities	University of Nebraska Press
2330-8125	American Journal of Clinical and Experimental Medicine	Science Publishing Group
2330-8176	Humanities and Social Sciences	Science Publishing Group
2330-8192	Cancer Research Journal	Science Publishing Group
2330-8222	European Journal of Preventive Medicine	Science Publishing Group
2330-8257,2330-8249	Reviews in Fisheries Science & Aquaculture	Informa UK (Taylor & Francis)
2330-8265	Computational Biology and Bioinformatics	Science Publishing Group
2330-8303	International Journal of Medical Imaging	Science Publishing Group
2330-8362	Research in Business and Management	"Macrothink Institute, Inc."
2330-8486	American Journal of Optics and Photonics	Science Publishing Group
2330-8516	ETS Research Report Series	Wiley (John Wiley & Sons)
2330-8559	American Journal of Sports Science	Science Publishing Group
2330-8605	American Journal of Chemical Engineering	Science Publishing Group
2330-8729	American Journal of Civil Engineering	Science Publishing Group
2330-8753	American Journal of Applied Chemistry	Science Publishing Group
2330-8788	American Journal of Health Research	Science Publishing Group
2330-8818	American Journal of Biomedical and Life Sciences	Science Publishing Group
2330-9113	Onco Reviews	VRI Press
2378-8437,2330-9156	California Business Review	International Academy of Business and Economics
2330-9288,2330-927X	In the World of Scientific Discoveries Series A	Science and Innovation Center
2330-9709	Journal of Education and Training	"Macrothink Institute, Inc."
2331-0146,2331-012X	Advances in Material Chemistry	Hans Publishers
2331-0219,2331-0189	Business and Globalization	Hans Publishers
2331-0243,2331-0235	Journal of Sensor Technology and Application	Hans Publishers
2331-0294,2331-0251	Modern Anthropology	Hans Publishers
2331-0359,2331-0332	Open Journal of Historical Studies	Hans Publishers
2331-0553	International Journal of Literature and Arts	Science Publishing Group
2331-0626	Science Journal of Business and Management	Science Publishing Group
2331-0642	Science Discovery	Science Publishing Group
2331-0669	Plant	Science Publishing Group
2331-0685	American Journal of Nanoscience and Nanotechnology	Science Publishing Group
2331-0707	Journal of Human Resource Management	Science Publishing Group
2331-0723	Journal of Plant Sciences (Science Publishing Group)	Science Publishing Group
2331-1967,2331-1959	Archaeological Discovery	"Scientific Research Publishing, Inc."
2331-2084,2331-2076	Detection	"Scientific Research Publishing, Inc."
2331-2106,2331-2092	Spectral Analysis Review	"Scientific Research Publishing, Inc."
2331-2181,2331-2173	In the World of Scientific Discoveries Series B	Science and Innovation Center
2331-2343	Journal of Motivation Emotion and Personality Reversal Theory Studies	Reversal Theory Society
2331-236X	Journal of Facility Planning Design and Management	"Sagamore Publishing, LLC"
2331-2416	Research in Neurology An International Journal	IBIMA Publishing
2331-253X,2331-2521	Journal of Disability & Religion	Informa UK (Taylor & Francis)
2331-2971,2331-2963	Journal of Control and Systems Engineering	Bowen Publishing Company
2331-303X,2331-3013	Journal of Mechanical Engineering and Technology	Bowen Publishing Company
2331-3463,2331-3234	Journal of Agricultural Engineering and Biotechnology	Bowen Publishing Company
2331-4133	The Internet Journal of Medical Student Research	"Internet Scientific Publishers, LLC"
2331-4249,2331-4222	World Journal of Engineering and Technology	"Scientific Research Publishing, Inc."
2331-4826	Seoul Journal of Korean Studies	Muse - Johns Hopkins University Press
2331-4966	Molecular Neuroscience	VRI Press
2331-4990,2331-4982	World Journal of Computer Application and Technology	"Horizon Research Publishing Co., Ltd."
2331-5091,2331-5083	Advances in Zoology and Botany	"Horizon Research Publishing Co., Ltd."
2331-5156,2331-513X	Food Science and Technology	"Horizon Research Publishing Co., Ltd."
2331-5865,2331-5857	International Journal of Diagnostic Imaging	Sciedu Press
2331-6071,2331-6063	Computer Science and Information Technology	"Horizon Research Publishing Co., Ltd."
2331-6136,2331-6128	Cancer and Oncology Research	"Horizon Research Publishing Co., Ltd."
2331-6233,2331-6195	International Journal of Human Movement and Sports Sciences	"Horizon Research Publishing Co., Ltd."
2331-6268,2331-625X	Environment and Ecology Research	"Horizon Research Publishing Co., Ltd."
2331-6330,2331-6306	Energy and Environmental Engineering	"Horizon Research Publishing Co., Ltd."
2331-6373,2331-6365	Natural Resources and Conservation	"Horizon Research Publishing Co., Ltd."
2331-6438,2331-642X	Linguistics and Literature Studies	"Horizon Research Publishing Co., Ltd."
2331-6470,2331-6446	Universal Journal of Applied Mathematics	"Horizon Research Publishing Co., Ltd."
2331-6500,2331-6489	Universal Journal of Control and Automation	"Horizon Research Publishing Co., Ltd."
2331-6543,2331-6535	Universal Journal of Physics and Application	"Horizon Research Publishing Co., Ltd."
2331-6632,2331-6624	Universal Journal of Engineering Science	"Horizon Research Publishing Co., Ltd."
2331-6683,2331-6675	Universal Journal of Medical Science	"Horizon Research Publishing Co., Ltd."
