@id,subjects
1988-2351_0210-4547,[u'Literature and Literary Theory']
1988-2378_0211-9803,"[u'Geography, Planning and Development', u'Urban Studies']"
1988-2394_1133-9527,[]
1988-2408_1131-5598,[u'Visual Arts and Performing Arts']
1988-2416_1885-5687,[]
1988-2440_0214-4557,[]
1988-2475_0214-4018,[]
1988-2491_0214-6452,[]
1988-2521_1133-7613,[u'General Medicine']
1988-2548_1130-0531,[]
1988-2556_0212-2952,[]
1988-2564_0211-2337,"[u'History and Philosophy of Science', u'Philosophy']"
1988-2572_1131-8635,[]
1988-2610_1131-6985,[]
1988-2637_1131-9070,"[u'Language and Linguistics', u'Classics', u'Linguistics and Language']"
1988-2645_1130-3964,[]
1988-2688,[]
1988-2696_1134-1629,[u'Communication']
1988-270X_1132-8312,[u'History']
1988-2718_0556-6533,[u'Anthropology']
1988-2734_0214-400X,[]
1988-2793_1130-2496,[u'Education']
1988-2807_1139-1138,[u'General Mathematics']
1988-2815_0212-999X,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
1988-2823_1133-0406,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
1988-2831_1131-558X,[u'Anthropology']
1988-284X_0034-8244,[u'Philosophy']
1988-2858_1132-1873,[u'Library and Information Sciences']
1988-2874_0214-4565,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science']"
1988-2890_0210-4210,[]
1988-2904_1138-7416,"[u'Language and Linguistics', u'General Psychology', u'Linguistics and Language']"
1988-2912_1578-1763,[]
1988-2920_1578-4576,[]
1988-2939_1988-2939,[]
1988-2955_0211-3589,"[u'History', u'Literature and Literary Theory', u'Cultural Studies']"
1988-2971_0214-3038,[]
1988-303X_0210-1963,"[u'General Arts and Humanities', u'Sociology and Political Science', u'Cultural Studies']"
1988-3056_1137-0734,"[u'History', u'Sociology and Political Science', u'Communication']"
1988-3064_1137-3601,"[u'Artificial Intelligence', u'Software']"
1988-3080_0213-0181,[]
1988-3102_0210-4466,[u'History and Philosophy of Science']
1988-3110_0066-6742,"[u'History', u'Archaeology', u'Archaeology']"
1988-3129_1130-8001,[u'Sociology and Political Science']
1988-3145_1988-3145,[]
1988-3188_0034-8341,"[u'History', u'Sociology and Political Science', u'Cultural Studies']"
1988-3196_0211-1322,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science']"
1988-320X_0037-0894,"[u'History', u'Language and Linguistics', u'Literature and Literary Theory', u'Religious studies', u'Linguistics and Language', u'Cultural Studies', u'History', u'Language and Linguistics', u'Literature and Literary Theory', u'Religious studies', u'Linguistics and Language', u'Cultural Studies']"
1988-3218_0082-5638,"[u'Archaeology', u'Archaeology']"
1988-3226_0465-2746,"[u'Mechanics of Materials', u'Building and Construction', u'General Materials Science']"
1988-3234_0020-0883,"[u'Civil and Structural Engineering', u'Building and Construction', u'Architecture', u'Environmental Engineering']"
1988-3242_1575-6866,[u'Philosophy']
1988-3250_0367-0449,[u'Geology']
1988-3269_1135-4712,"[u'Philosophy', u'Religious studies']"
1988-3277_1139-1987,[]
1988-3285_1138-9664,[]
1988-3293_1134-3478,"[u'Education', u'Communication', u'Cultural Studies']"
1988-3307_0210-9778,[u'Plant Science']
1988-348X,[]
1988-4001_1135-7991,[]
1988-4125_0211-3538,"[u'Music', u'Visual Arts and Performing Arts']"
1988-4168_0436-029X,[u'History']
1988-4192_0034-849X,[u'Literature and Literary Theory']
1988-4214_0017-3495,"[u'Food Science', u'Organic Chemistry']"
1988-4222_0034-8570,"[u'Physical and Theoretical Chemistry', u'Materials Chemistry', u'Metals and Alloys', u'Condensed Matter Physics']"
1988-4230_0066-5061,[u'History']
1988-4265_0018-215X,"[u'History', u'Religious studies']"
1988-4273_0210-5810,[u'Cultural Studies']
1988-4281_0373-2568,"[u'Ecology, Evolution, Behavior and Systematics', u'Ecology']"
1988-429X_0034-9712,[u'General Social Sciences']
1988-4621_0210-0614,[u'Library and Information Sciences']
1988-5172_0474-9588,[u'Geology']
1988-5202_1988-5202,"[u'Physical Therapy, Sports Therapy and Rehabilitation']"
1988-5903_0210-5233,[u'Sociology and Political Science']
1988-7302,[]
1988-8287_1696-7240,"[u'Oncology', u'Clinical Psychology']"
1988-8295_0214-0314,[]
1988-8309_1886-6190,[]
1988-8325_0569-9878,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
1988-8333_0210-847X,[u'History']
1988-8368_0018-2141,[u'History']
1988-8376_1130-2097,[u'Philosophy']
1988-8384_0013-6662,"[u'Language and Linguistics', u'Classics', u'Linguistics and Language']"
1988-8457_0034-7981,"[u'Language and Linguistics', u'Linguistics and Language', u'Cultural Studies']"
1988-8503_1139-6628,[]
1988-8511_0004-0428,[u'Visual Arts and Performing Arts']
1988-8538_0210-9174,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
1988-8546_0014-1496,"[u'Earth-Surface Processes', u'Geography, Planning and Development']"
1988-8740_1133-0953,"[u'Earth and Planetary Sciences (miscellaneous)', u'Geography, Planning and Development']"
1988-8856,"[u'Orthopedics and Sports Medicine', u'Surgery']"
1988-9046,[]
1989-0397_1989-0397,[]
1989-0494,[]
1989-0613_0048-7694,"[u'Sociology and Political Science', u'Political Science and International Relations']"
1989-063X_1575-0361,"[u'History', u'Sociology and Political Science']"
1989-0648_0211-5743,"[u'Law', u'Sociology and Political Science']"
1989-0656_0034-7639,[]
1989-1067_0010-0730,[u'Plant Science']
1989-1342_1888-4296,[u'Optometry']
1989-1385_1989-1385,"[u'General Arts and Humanities', u'General Social Sciences']"
1989-1490_0012-7361,[u'General Engineering']
1989-1660,[]
1989-1679_1888-9697,[]
1989-1709,[]
1989-2128_1138-3399,[]
1989-2446,[]
1989-3477,[]
1989-3558_0212-1867,[]
1989-3663,[]
1989-3809,[]
1989-4007_1889-1861,"[u'Applied Psychology', u'Law']"
1989-4015_1989-4015,[]
1989-4147_1576-9402,[u'Geometry and Topology']
1989-4570,[]
1989-4627_0213-1781,[]
1989-4635_1139-7861,"[u'Tourism, Leisure and Hospitality Management', u'Nature and Landscape Conservation', u'Geography, Planning and Development']"
1989-4651_1130-0507,[u'Philosophy']
1989-466X_1699-2105,[]
1989-4996_2007-9699,[]
1989-5143_1887-8598,[]
1989-5151_1887-7249,[]
1989-5216_1989-5216,[]
1989-5240_1989-5240,[]
1989-5313_1695-2731,"[u'Archaeology', u'Conservation', u'Visual Arts and Performing Arts', u'Architecture', u'Archaeology', u'Archaeology', u'Conservation', u'Visual Arts and Performing Arts', u'Architecture', u'Archaeology', u'Archaeology', u'Conservation', u'Visual Arts and Performing Arts', u'Architecture', u'Archaeology']"
1989-5453_1695-405X,"[u'Health Policy', u'Pharmacology, Toxicology and Pharmaceutics (miscellaneous)']"
1989-5488,[u'General Dentistry']
1989-5542_1133-8768,[]
1989-5569_1138-4026,"[u'Law', u'Sociology and Political Science', u'Political Science and International Relations']"
1989-5585_1138-4824,[]
1989-578X_1889-2566,"[u'Language and Linguistics', u'Linguistics and Language']"
1989-5917,[]
1989-6115_1576-4184,[]
1989-6131_1578-7044,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Education', u'Linguistics and Language', u'Cultural Studies']"
1989-631X_1137-1102,[]
1989-6409_1989-6409,[]
1989-6425_1989-6425,[]
1989-6816_0213-8093,[]
1989-709X_2171-2085,"[u'Clinical Psychology', u'Social Psychology', u'Education', u'Sociology and Political Science', u'Clinical Psychology', u'Social Psychology', u'Education', u'Sociology and Political Science']"
1989-7103_1989-7103,[]
1989-7200,[]
1989-7383,[]
1989-7413_1696-5043,"[u'Health(social science)', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1989-7448_1139-7853,"[u'Applied Psychology', u'Education']"
1989-8193_1139-9368,[]
1989-8312_1131-8155,[]
1989-8436,"[u'Infectious Diseases', u'Microbiology (medical)']"
1989-8487,[]
1989-8649,[]
1989-872X_1989-872X,[]
1989-8886_1257-5011,[u'Animal Science and Zoology']
1989-8975_1699-7476,[]
1989-8991_1134-6035,[]
1989-9068,[]
1989-9106_0212-4068,[u'Education']
1989-9262,[]
1989-9289,[]
1989-9335_1889-4178,"[u'Language and Linguistics', u'Education', u'Linguistics and Language']"
1989-953X_0367-5041,"[u'Animal Science and Zoology', u'Ecology, Evolution, Behavior and Systematics']"
1989-9777_1989-9777,[]
1989-9823_0212-5862,[]
1989-9831_1577-3442,[]
1989-9882,[]
1989-9890_0213-4691,[]
1989-9904_0213-2338,"[u'History', u'Archaeology', u'Palaeontology', u'Archaeology']"
1989-9912,[]
1989-9947_1989-9947,[]
1989-9971_1133-0473,[]
1989-9998_1696-8166,[]
1990-2182_0031-403X,[]
1990-2573,"[u'Atomic and Molecular Physics, and Optics']"
1990-3421_1990-3413,"[u'Astronomy and Astrophysics', u'Instrumentation']"
1990-3839,[u'Education']
1990-4665,[]
1990-4797_1990-4789,"[u'Industrial and Manufacturing Engineering', u'Applied Mathematics']"
1990-5203_1990-519X,[u'Cell Biology']
1990-5424_1029-9599,"[u'Mechanics of Materials', u'General Materials Science', u'Condensed Matter Physics', u'Surfaces and Interfaces']"
1990-5432_1810-2328,"[u'Energy Engineering and Power Technology', u'Environmental Engineering', u'Modelling and Simulation', u'Condensed Matter Physics']"
1990-5548,[]
1990-7494_1990-7478,"[u'Biochemistry', u'Biophysics', u'Cell Biology']"
1990-7516_1990-7508,"[u'Biochemistry', u'Clinical Biochemistry', u'Molecular Medicine']"
1990-7923_1990-7931,[u'Physical and Theoretical Chemistry']
1990-7982_1990-7974,"[u'Pediatrics, Perinatology, and Child Health']"
1991-0088_1991-007X,[u'Pharmacology']
1991-0886,[]
1991-2951,[]
1991-3222,[]
1991-3907,[]
1991-3915_1819-9135,[]
1991-637X,[u'General Agricultural and Biological Sciences']
1991-640X_1991-640X,[]
1991-6434_1991-6434,[]
1991-6485_1991-6485,[]
1991-6493_1991-6493,[]
1991-7074_1816-7403,[u'Finance']
1991-7120_1815-2406,[u'Physics and Astronomy (miscellaneous)']
1991-7139_0254-9409,[u'Computational Mathematics']
1991-7902,[u'General Dentistry']
1991-8631_1991-8631,[]
1991-9336_1991-9336,[]
1991-9603,[]
1991-962X,[]
1992-0431,[]
1992-0636,[]
1992-1454,[u'Multidisciplinary']
1992-1462,[u'Epidemiology']
1992-1470,"[u'Food Science', u'Pediatrics, Perinatology, and Child Health', u'Nutrition and Dietetics']"
1992-1950,"[u'Electronic, Optical and Magnetic Materials', u'General Physics and Astronomy']"
1992-2043_1992-2043,[]
1992-2248,"[u'General Agricultural and Biological Sciences', u'General Biochemistry, Genetics and Molecular Biology', u'General Engineering', u'General Medicine', u'General Physics and Astronomy', u'General Agricultural and Biological Sciences', u'General Biochemistry, Genetics and Molecular Biology', u'General Engineering', u'General Medicine', u'General Physics and Astronomy']"
1992-2264,"[u'Computational Theory and Mathematics', u'Computer Networks and Communications', u'Information Systems', u'Software', u'Applied Mathematics']"
1992-4178,[]
1992-4240_1680-8398,[]
1992-5743,[]
1992-5980,[]
1992-6510,[]
1993-0321_1672-6316,"[u'Earth-Surface Processes', u'Geology', u'Global and Planetary Change', u'Nature and Landscape Conservation', u'Geography, Planning and Development']"
1993-033X_1003-2169,[u'Condensed Matter Physics']
1993-0364_1000-9426,[u'Geochemistry and Petrology']
1993-0399_1672-3597,[u'Complementary and alternative medicine']
1993-0402_1672-0415,"[u'General Medicine', u'Complementary and alternative medicine', u'Pharmacology (medical)']"
1993-0437_1000-2413,[u'General Materials Science']
1993-0445_1005-1031,[u'Applied Mathematics']
1993-0607_1007-662X,[u'Forestry']
1993-0615_0217-9822,[u'Electrical and Electronic Engineering']
1993-0631_1000-9604,"[u'Cancer Research', u'Oncology']"
1993-064X_1002-0063,"[u'General Earth and Planetary Sciences', u'Geography, Planning and Development']"
1993-0658_1672-7975,[u'Geophysics']
1993-078X_1993-0771,"[u'Biotechnology', u'Genetics']"
1993-1352_1672-0733,"[u'Biochemistry', u'Genetics', u'Biomedical Engineering', u'Biomaterials']"
1993-3541,[]
1993-3878,[]
1993-4904_1025-9945,[]
1993-4998_1007-1202,[u'Multidisciplinary']
1993-5005_0254-4059,"[u'Oceanography', u'Water Science and Technology']"
1993-5013_1673-1905,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1993-5021_1672-5182,"[u'Oceanography', u'Ocean Engineering']"
1993-503X_1671-3664,"[u'Geotechnical Engineering and Engineering Geology', u'Civil and Structural Engineering', u'Mechanical Engineering', u'Building and Construction']"
1993-5048_1671-9433,"[u'Mechanical Engineering', u'Ocean Engineering']"
1993-5153_1009-5020,"[u'Computers in Earth Sciences', u'Geography, Planning and Development']"
1993-6508,[]
1993-6842_0233-7657,"[u'General Biochemistry, Genetics and Molecular Biology']"
1993-6982,[]
1993-7296,[]
1993-7997_1993-7989,[]
1993-8225,[]
1993-8233,"[u'Business and International Management', u'Strategy and Management', u'Economics and Econometrics', u'Finance']"
1993-8578,[]
1993-8659,[]
1993-8675_1993-8675,[]
1993-8683_1993-8683,[]
1993-9507_1726-2216,[]
1994-0408,[]
1994-0424,"[u'Earth-Surface Processes', u'Water Science and Technology']"
1994-0440,"[u'Earth-Surface Processes', u'Water Science and Technology']"
1994-0637,[]
1994-0866,[]
1994-1412,[]
1994-1471,[]
1994-1749,[]
1994-2354_1994-2354,[]
1994-2451_1994-2400,"[u'Language and Linguistics', u'Linguistics and Language', u'Communication']"
1994-2540,[]
1994-2672_1994-2664,[]
1994-3849,[]
1994-4403,[]
1994-5124,[]
1994-540X,[]
1994-5418,[]
1994-5426,[]
1994-5434,[]
1994-5442,"[u'Medicine (miscellaneous)', u'Endocrinology, Diabetes and Metabolism', u'Internal Medicine']"
1994-5450,"[u'Artificial Intelligence', u'Software']"
1994-6538_1994-6538,"[u'Biomedical Engineering', u'Applied Mathematics']"
1994-7151_0276-4741,"[u'General Environmental Science', u'Environmental Chemistry', u'Development']"
1994-7208,[]
1994-733X,[]
1994-7879,"[u'Agronomy and Crop Science', u'Soil Science']"
1994-7887,[u'General Environmental Science']
1994-7909,[u'Immunology']
1994-7917,[]
1994-7925,[u'Obstetrics and Gynaecology']
1994-7933,[]
1994-7941,"[u'Computational Theory and Mathematics', u'Computer Science Applications']"
1994-8220,[u'Psychiatry and Mental health']
1994-9073_1816-0719,[]
1994-9960,[]
1995-0136,[]
1995-042X_1995-042X,[]
1995-0721_0202-2893,[u'Astronomy and Astrophysics']
1995-0799_1995-0780,"[u'General Engineering', u'General Materials Science', u'Condensed Matter Physics']"
1995-0837_1995-0829,"[u'Aquatic Science', u'Ecology, Evolution, Behavior and Systematics']"
1995-1140,[]
1995-1213,[]
1995-2449,[]
1995-2856_1995-2848,"[u'General Economics, Econometrics and Finance', u'Political Science and International Relations']"
1995-2872_1995-2864,[]
1995-2899_1995-2880,"[u'General Business, Management and Accounting', u'Statistics, Probability and Uncertainty']"
1995-4190,[]
1995-4220_1995-4212,"[u'General Chemical Engineering', u'General Chemistry', u'Polymers and Plastics']"
1995-4247_1995-4239,[u'Numerical Analysis']
1995-4263_1995-4255,[u'General Environmental Science']
1995-4492_1995-4484,[]
1995-4565,[]
1995-4743,[]
1995-5235_1995-5235,[]
1995-5596_1995-5588,[]
1995-5855_2306-3734,[]
1995-6649_1995-6649,[]
1995-6673,[]
1995-705X,[]
1995-7157,[u'Pharmaceutical Science']
1995-7262_1995-7262,[u'General Medicine']
1995-7645,[u'General Medicine']
1995-8188_1007-1172,[u'Multidisciplinary']
1995-8196_1006-4982,[u'Multidisciplinary']
1995-820X_1674-0769,[]
1995-8218_1673-7067,"[u'Physiology', u'General Medicine', u'General Neuroscience']"
1995-8226_1672-5107,"[u'Economic Geology', u'Geochemistry and Petrology', u'Geology', u'Geophysics', u'Geotechnical Engineering and Engineering Geology', u'Energy Engineering and Power Technology', u'Fuel Technology']"
1995-848X,[u'History']
1995-9516_1818-6742,[]
1995-9613,[]
1996-0522,[]
1996-0700,[]
1996-0719,[]
1996-0727,[]
1996-0735,[]
1996-0751_1816-4927,"[u'Animal Science and Zoology', u'Aquatic Science']"
1996-0778,[]
1996-0786_1996-0786,[]
1996-0794,[]
1996-0808_1996-0808,"[u'Plant Science', u'Microbiology', u'Infectious Diseases']"
1996-0816,"[u'Pharmaceutical Science', u'Pharmacology']"
1996-0824,[]
1996-0832,[]
1996-0840,[]
1996-0867,[]
1996-0875_1996-0875,"[u'Plant Science', u'Complementary and alternative medicine', u'Drug Discovery', u'Pharmaceutical Science', u'Pharmacology', u'Plant Science', u'Complementary and alternative medicine', u'Drug Discovery', u'Pharmaceutical Science', u'Pharmacology']"
1996-1073,[u'General Computer Science']
1996-1553_1997-6690,"[u'Endocrinology, Diabetes and Metabolism', u'Obstetrics and Gynaecology', u'Reproductive Medicine']"
1996-1642,[]
1996-1812_1726-9776,"[u'Nephrology', u'Oncology', u'Radiology Nuclear Medicine and imaging', u'Surgery', u'Urology']"
1996-1944,[u'General Materials Science']
1996-2096_1609-073X,[]
1996-2320,[]
1996-2339,[]
1996-3343,[u'Multidisciplinary']
1996-3351,[]
1996-336X,[]
1996-3378,[]
1996-3386,[]
1996-3394,[]
1996-3408,[]
1996-3416_1996-3416,[]
1996-3424,[]
1996-3491,[]
1996-3696,[]
1996-3947,[]
1996-3955,[]
1996-4021,[]
1996-403X,[]
1996-4196_1996-4196,[]
1996-5044,[]
1996-5052,[]
1996-6385,[]
1996-6652_0042-1294,[u'General Physics and Astronomy']
1996-6814,"[u'Civil and Structural Engineering', u'Mechanics of Materials']"
1996-7241_0116-1105,"[u'Development', u'Geography, Planning and Development']"
1996-7284_1024-2589,"[u'Organizational Behavior and Human Resource Management', u'Industrial relations']"
1996-7489_0038-2353,"[u'General Agricultural and Biological Sciences', u'General Biochemistry, Genetics and Molecular Biology', u'General Earth and Planetary Sciences']"
1996-7829_1477-8920,"[u'Waste Management and Disposal', u'Water Science and Technology', u'Infectious Diseases', u'Microbiology (medical)', u'Public Health, Environmental and Occupational Health', u'Waste Management and Disposal', u'Water Science and Technology', u'Infectious Diseases', u'Microbiology (medical)', u'Public Health, Environmental and Occupational Health']"
1996-7845_1996-7845,[]
1996-8523_0556-8641,[u'Philosophy']
1996-8744_1996-3599,"[u'Energy (miscellaneous)', u'Building and Construction']"
1996-8949,[]
1996-9015_1028-365X,"[u'Arts and Humanities (miscellaneous)', u'Civil and Structural Engineering', u'Mechanical Engineering', u'Building and Construction']"
1996-9198,[]
1996-9465,"[u'Civil and Structural Engineering', u'Pollution', u'Water Science and Technology', u'Civil and Structural Engineering', u'Pollution', u'Water Science and Technology']"
1996-9481,[]
1996-9546,[]
1996-9732_0273-1223,"[u'Environmental Engineering', u'Water Science and Technology']"
1996-9759_1366-7017,"[u'Management, Monitoring, Policy and Law', u'Water Science and Technology', u'Geography, Planning and Development']"
1996-9783,[]
1996-9805_1818-6300,"[u'Pediatrics, Perinatology, and Child Health', u'Dentistry (miscellaneous)']"
1997-003X_1994-2060,"[u'General Computer Science', u'Modelling and Simulation']"
1997-0188_1818-202X,[]
1997-0854,"[u'Music', u'Education']"
1997-2849,[]
1997-3187,[]
1997-3225,[]
1997-3322_1018-8185,[u'General Medicine']
1997-4736_1560-9278,[]
1997-5902,[]
1997-6976,[]
1997-7077,[]
1997-7298,"[u'Clinical Neurology', u'Psychiatry and Mental health']"
1997-7468_1996-1960,[]
1997-8731_1997-3985,[]
1998-0000_1998-0124,"[u'Electrical and Electronic Engineering', u'General Materials Science']"
1998-0507,[]
1998-0663,[]
1998-0701,[]
1998-071X,[]
1998-0728,[]
1998-0744,[]
1998-1740,[]
1998-3654_0019-5359,[u'General Medicine']
1998-3832_0973-3930,"[u'Endocrinology, Diabetes and Metabolism', u'Internal Medicine']"
1998-4057_0972-4052,"[u'General Dentistry', u'Oral Surgery']"
1998-409X,"[u'General Pharmacology, Toxicology and Pharmaceutics']"
1998-409X_0973-8398,"[u'General Pharmacology, Toxicology and Pharmaceutics']"
1998-4103_0973-8258,"[u'Pharmaceutical Science', u'Pharmacology']"
1998-5029,[]
1998-507X_1998-507X,[]
1998-5320,[]
1998-5746,[]
1998-605X_1998-6041,[]
1998-6092,[]
1998-6262,[]
1998-6645,"[u'Language and Linguistics', u'Linguistics and Language']"
1998-7781_1998-7773,"[u'Endocrinology, Diabetes and Metabolism']"
1998-7846,[]
1998-8435,[]
1998-8591,[]
1998-8605,[]
1998-8613,[]
1998-8621,[]
1998-863X,[]
1998-8648,[]
1998-927X_1998-9261,[]
1998-9539,"[u'Analytical Chemistry', u'Organic Chemistry']"
1998-9849_1998-9849,[]
1998-9881_1998-9881,[]
1998-9911,[]
1999-1649_1997-2938,[]
1999-1703_1999-1703,[]
1999-2793_1999-2793,[]
1999-2807_1999-2807,[]
1999-3110_1999-3110,[]
1999-4893,"[u'Computational Theory and Mathematics', u'Computational Mathematics', u'Numerical Analysis', u'Theoretical Computer Science']"
1999-4907,[u'Forestry']
1999-4915,"[u'Virology', u'Infectious Diseases']"
1999-4923,[u'Pharmaceutical Science']
1999-5903,[]
1999-6195,[]
1999-6217_1727-5482,[]
1999-6640,[]
1999-6691,[]
1999-7094,"[u'Critical Care and Intensive Care Medicine', u'Emergency Medicine']"
1999-7639,[]
1999-7671_1994-3032,"[u'Pediatrics, Perinatology, and Child Health']"
1999-818X_1991-0177,[]
1999-8546_1999-9623,[]
1999-8627_1994-4098,[]
1999-8775,[]
1999-9666,[]
1999-9674_1999-9674,[]
1999-9704_1999-9690,[]
1999-9836,[]
2000-0863_1103-5897,"[u'Geology', u'Palaeontology']"
2000-1525,[]
2000-1533,[]
2000-1967_0300-9734,[u'General Medicine']
2000-2297,"[u'Infectious Diseases', u'Microbiology (medical)', u'Dentistry (miscellaneous)']"
2000-4214,"[u'Philosophy', u'Visual Arts and Performing Arts', u'Cultural Studies']"
2000-4508,[]
2000-5121,[]
2000-6217_2000-6225,[]
2000-625X,"[u'Internal Medicine', u'Podiatry']"
2000-6764_2000-656X,[u'Surgery']
2000-7426,[u'Education']
2000-7493,[]
2000-7558,[]
2000-818X_2000-8198,[]
2000-8686,[]
2000-9011,[]
2000-9607_2000-1452,"[u'Philosophy', u'Visual Arts and Performing Arts']"
2000-964X,[]
2000-9666,[]
2001-0001,[]
2001-0370_2001-0370,"[u'Biochemistry', u'Biophysics', u'Biotechnology', u'Genetics', u'Structural Biology', u'Computer Science Applications', u'Biochemistry', u'Biophysics', u'Biotechnology', u'Genetics', u'Structural Biology', u'Computer Science Applications', u'Biochemistry', u'Biophysics', u'Biotechnology', u'Genetics', u'Structural Biology', u'Computer Science Applications']"
2001-1326_2001-1326,[]
2001-3078,[]
2001-4562,[]
2001-5119,[u'Communication']
2001-5682,[]
2001-5992,[]
2001-6220,[]
2001-6689,[]
2001-6980_2001-5453,[]
2001-7022,[]
2001-7464,[]
2001-824X,[]
2001-8517,[]
2001-8525,[]
2001-8762,[]
2001-8819,[]
2001-9327,[]
2001-967X,[]
2001-9866_1652-4772,[]
2002-0104,[]
2002-0244,[]
2002-0317,[]
2002-1518,[]
2002-2727,[]
2002-2867,[]
2002-3294,[]
2002-3375,[]
2002-3898_0904-6380,[u'Visual Arts and Performing Arts']
2002-441X_2002-4428,[]
2002-4509_0046-8444,[]
2002-7567,[]
2005-002X,[]
2005-0143,[]
2005-0348_2005-0348,[]
2005-0399_2005-0380,"[u'General Medicine', u'Obstetrics and Gynaecology', u'Oncology']"
2005-0720_1976-8710,"[u'Otorhinolaryngology', u'Surgery']"
2005-081X,[]
2005-0933,[]
2005-1042,[]
2005-1212_1976-2283,"[u'Gastroenterology', u'Hepatology']"
2005-1239,[]
2005-1409,[]
2005-1484,[]
2005-1492,[]
2005-162X,[]
2005-1875,[]
2005-2464,[]
2005-2553,[]
2005-2618,[]
2005-2723,[]
2005-2901,"[u'General Medicine', u'Anesthesiology and Pain Medicine', u'Complementary and alternative medicine']"
2005-3037,[]
2005-307X,"[u'Geotechnical Engineering and Engineering Geology', u'Civil and Structural Engineering']"
2005-372X_1225-5610,[u'Orthodontics']
2005-3789_0301-2875,[]
2005-3886_2233-5234,[]
2005-3894_1013-9087,[u'Dermatology']
2005-4092_1598-6446,"[u'Computer Science Applications', u'Control and Systems Engineering']"
2005-4149_1598-9623,"[u'Mechanics of Materials', u'Materials Chemistry', u'Metals and Alloys', u'Condensed Matter Physics']"
2005-4238_2005-4238,[]
2005-4246_2005-4246,"[u'Computer Networks and Communications', u'Software']"
2005-4254_2005-4254,[u'Signal Processing']
2005-4262_2005-4262,[]
2005-4270_2005-4270,[u'General Computer Science']
2005-4289_2005-4289,[]
2005-4297_2005-4297,[u'Control and Systems Engineering']
2005-4408_2005-291X,"[u'Orthopedics and Sports Medicine', u'Surgery']"
2005-4424,[]
2005-4432,[]
2005-4483_1976-9148,"[u'Biochemistry', u'Molecular Medicine', u'Drug Discovery', u'Pharmacology']"
2005-4580,[]
2005-4602_1229-8557,"[u'Electrical and Electronic Engineering', u'Industrial and Manufacturing Engineering', u'Mechanical Engineering']"
2005-467X,[]
2005-4742,[]
2005-4963,[]
2005-5013_1738-6586,"[u'Clinical Neurology', u'Neurology']"
2005-5447_2005-3606,"[u'Cell Biology', u'Developmental Biology']"
2005-5668,[]
2005-5862,[]
2005-6095,[]
2005-615X,"[u'Education', u'Anthropology']"
2005-6168_1976-1457,"[u'Food Science', u'Nutrition and Dietetics']"
2005-6184_0378-0066,"[u'Infectious Diseases', u'Pulmonary and Respiratory Medicine', u'Infectious Diseases', u'Pulmonary and Respiratory Medicine']"
2005-6354,[]
2005-6486,[]
2005-6648_1226-3303,[]
2005-6745_0494-4747,[u'Urology']
2005-7172_1738-5261,[u'Oceanography']
2005-7288_1225-8067,[]
2005-7563_0302-5780,[u'Anesthesiology and Pain Medicine']
2005-7814_2005-7806,"[u'Dentistry (miscellaneous)', u'Oral Surgery']"
2005-8063,[]
2005-8276_1975-9479,"[u'Agronomy and Crop Science', u'Plant Science', u'Biotechnology']"
2005-8330_1229-6929,[u'Radiology Nuclear Medicine and imaging']
2005-8543_2005-8543,[]
2005-8624,"[u'General Chemical Engineering', u'Water Science and Technology']"
2005-873X,[]
2005-8918_1226-2102,[]
2005-9221,[]
2005-9256_1598-2998,"[u'Cancer Research', u'Oncology']"
2005-9531,[]
2005-9655_1975-4612,"[u'Cardiology and Cardiovascular Medicine', u'Radiology Nuclear Medicine and imaging']"
2005-9701,[]
2006-6996_2006-6996,[]
2006-8808,[u'Surgery']
2006-9723,"[u'General Biochemistry, Genetics and Molecular Biology', u'General Immunology and Microbiology', u'General Medicine', u'General Neuroscience']"
2006-9731,[]
2006-9758,[]
2006-9766,[]
2006-9774,[]
2006-9782,[]
2006-9790,[]
2006-9804,[]
2006-9812,[]
2006-9820,[]
2006-9839,[]
2006-9847,[]
2006-9855,[]
2006-9863,"[u'Genetics', u'Molecular Biology']"
2006-988X,[]
2007-0705_2007-0705,[]
2007-0780,[]
2007-0802_0185-4534,"[u'Applied Psychology', u'Experimental and Cognitive Psychology']"
2007-1523,[]
2007-2392_0185-6286,[]
2007-2422,[]
2007-252X,[]
2007-2538_2007-2538,[]
2007-2570,[]
2007-2872,[]
2007-2902_1026-8774,[u'Geology']
2007-3364,[]
2007-3380,[]
2007-3496_1405-2253,"[u'History', u'General Economics, Econometrics and Finance']"
2007-4018_0186-3231,"[u'Forestry', u'Ecology']"
2007-4026_2007-4026,[]
2007-4034_1027-152X,"[u'Horticulture', u'Plant Science']"
2007-4085,[]
2007-4476_2007-4298,[u'Plant Science']
2007-4719,[]
2007-5057,[]
2007-5227,[]
2007-526X,[]
2007-5472,[]
2007-6142_2007-3577,[]
2007-6584_2007-8854,[]
